ts_code,trade_date,close,open,high,low,pre_close,change,pct_change,vol,amount,create_time
399315.SZ,20250819,4205.5592,4208.0588,4235.0785,4191.1325,4212.1096,-6.5504,-0.1555,158992186.0,314346934.7,2025-08-19 15:05:12
399316.SZ,20250819,5469.3017,5480.6036,5508.9292,5448.5782,5484.295,-14.9933,-0.2734,228512261.0,357781486.4,2025-08-19 15:05:12
399317.SZ,20250819,6314.6418,6318.8091,6354.6706,6297.179,6317.8074,-3.1656,-0.0501,1629284781.0,2609450756.3,2025-08-19 15:05:12
399318.SZ,20250819,5405.084,5403.9182,5419.524,5387.5006,5411.1524,-6.0684,-0.1121,1522739.0,578871.5,2025-08-19 15:05:12
399319.SZ,20250819,2603.8956,2619.4983,2633.5026,2597.9003,2616.9303,-13.0347,-0.4981,79647699.0,97057923.8,2025-08-19 15:05:12
399320.SZ,20250819,2155.7582,2165.0473,2167.3468,2154.345,2161.1031,-5.3449,-0.2473,52885174.0,44165441.4,2025-08-19 15:05:12
399321.SZ,20250819,7625.2259,7663.0511,7691.5176,7614.8434,7647.0494,-21.8235,-0.2854,55742216.0,85531148.2,2025-08-19 15:05:12
399322.SZ,20250819,9233.1327,9272.8542,9315.3969,9209.4492,9253.1872,-20.0545,-0.2167,38771186.0,122912785.2,2025-08-19 15:05:12
399324.SZ,20250819,8868.1166,8889.3764,8932.2822,8847.1427,8864.9039,3.2127,0.0362,17123683.0,38345010.7,2025-08-19 15:05:12
399326.SZ,20250819,4868.3828,4840.7541,4897.4954,4830.3971,4845.0049,23.3779,0.4825,12842595.0,52324320.2,2025-08-19 15:05:12
399328.SZ,20250819,9428.2699,9475.9358,9507.2463,9388.4756,9461.2642,-32.9943,-0.3487,18550505.0,75641524.9,2025-08-19 15:05:12
399330.SZ,20250819,5104.5398,5105.5825,5145.7378,5085.6916,5108.319,-3.7792,-0.074,74147541.0,228269517.5,2025-08-19 15:05:12
399333.SZ,20250819,8756.3587,8769.2485,8819.9591,8711.9098,8771.1957,-14.837,-0.1692,63962468.0,140094634.4,2025-08-19 15:05:12
399335.SZ,20250819,4079.1073,4076.0537,4093.3828,4044.8059,4075.3386,3.7687,0.0925,35954187.0,62861292.3,2025-08-19 15:05:12
399337.SZ,20250819,5414.0505,5402.7495,5461.1224,5386.7485,5412.2607,1.7898,0.0331,65276794.0,250162417.4,2025-08-19 15:05:12
399339.SZ,20250819,7725.4715,7744.3345,7807.085,7699.0711,7756.919,-31.4475,-0.4054,71857188.0,235686300.5,2025-08-19 15:05:12
399341.SZ,20250819,1570.8438,1573.1308,1579.3874,1566.0911,1570.9133,-0.0695,-0.0044,38490967.0,107610313.6,2025-08-19 15:05:12
399344.SZ,20250819,6498.0286,6501.5115,6549.9789,6473.5633,6506.9591,-8.9305,-0.1372,182970733.0,457768151.4,2025-08-19 15:05:12
399346.SZ,20250819,3452.5995,3447.7527,3480.6306,3436.9166,3450.4512,2.1483,0.0623,36936441.0,155218905.9,2025-08-19 15:05:12
399348.SZ,20250819,6198.2677,6217.014,6231.6783,6177.7149,6205.612,-7.3443,-0.1183,66613876.0,93065193.5,2025-08-19 15:05:12
399350.SZ,20250819,2403.2309,2393.8191,2424.5762,2388.6817,2391.9939,11.237,0.4698,19181984.0,31132947.5,2025-08-19 15:05:12
399351.SZ,20250819,9990.5168,9997.5278,10051.8089,9931.7995,9997.6957,-7.1789,-0.0718,62084230.0,158129252.1,2025-08-19 15:05:12
399352.SZ,20250819,10271.9425,10291.5211,10337.1882,10216.6729,10297.7732,-25.8307,-0.2508,132584601.0,295004255.9,2025-08-19 15:05:12
399353.SZ,20250819,2160.658,2168.3787,2171.8389,2159.639,2165.0445,-4.3865,-0.2026,20500643.0,19311721.8,2025-08-19 15:05:12
399354.SZ,20250819,7771.8565,7790.1195,7825.8039,7755.9691,7783.5644,-11.7079,-0.1504,94331252.0,240555508.5,2025-08-19 15:05:12
399355.SZ,20250819,3588.2378,3628.1673,3647.4194,3586.4519,3628.3458,-40.108,-1.1054,32590503.0,104645067.6,2025-08-19 15:05:12
399356.SZ,20250819,9995.8274,10026.2599,10065.1208,9958.0501,10009.8315,-14.0041,-0.1399,33964169.0,87458436.5,2025-08-19 15:05:12
399357.SZ,20250819,3182.0215,3190.4995,3209.9187,3174.9299,3191.6872,-9.6657,-0.3028,51450692.0,77215607.1,2025-08-19 15:05:12
399358.SZ,20250819,4535.6841,4571.2036,4583.9672,4523.548,4572.124,-36.4399,-0.797,23909419.0,50438081.8,2025-08-19 15:05:12
399359.SZ,20250819,2719.9693,2733.0637,2738.2033,2718.3245,2728.3793,-8.41,-0.3082,43975884.0,32156251.6,2025-08-19 15:05:12
399360.SZ,20250819,7154.1847,7091.7861,7200.6459,7054.3277,7082.6301,71.5546,1.0103,67613732.0,169226608.8,2025-08-19 15:05:12
399361.SZ,20250819,3818.3388,3827.8913,3853.4484,3804.0485,3831.5968,-13.258,-0.346,35636788.0,51015738.1,2025-08-19 15:05:12
399362.SZ,20250819,7325.0887,7322.5455,7412.16,7297.2961,7325.8079,-0.7192,-0.0098,56610358.0,209520707.1,2025-08-19 15:05:12
399363.SZ,20250819,6945.4345,6846.1395,7000.6785,6839.6267,6873.8032,71.6313,1.0421,31897017.0,165238263.2,2025-08-19 15:05:12
399364.SZ,20250819,9498.227,9492.4366,9613.0925,9465.2377,9491.011,7.216,0.076,70990909.0,281376725.7,2025-08-19 15:05:12
399365.SZ,20250819,12302.8705,12287.1126,12333.7272,12267.9431,12277.3898,25.4807,0.2075,13669082.0,16147490.3,2025-08-19 15:05:12
399366.SZ,20250819,2066.5624,2065.3608,2107.9844,2057.1971,2066.2022,0.3602,0.0174,51473062.0,85707104.4,2025-08-19 15:05:12
399367.SZ,20250819,2871.2494,2862.1189,2901.1547,2862.1189,2855.9132,15.3362,0.537,18931538.0,15318301.2,2025-08-19 15:05:12
399368.SZ,20250819,8221.8635,8389.9573,8389.9573,8210.1462,8377.2858,-155.4223,-1.8553,22945502.0,69841850.0,2025-08-19 15:05:12
399369.SZ,20250819,1504.6229,1509.8308,1514.8726,1501.7209,1506.4517,-1.8288,-0.1214,39837924.0,101408935.0,2025-08-19 15:05:12
399370.SZ,20250819,4221.3444,4237.6442,4266.6032,4210.6422,4235.1995,-13.8551,-0.3271,142959002.0,400453629.3,2025-08-19 15:05:12
399371.SZ,20250819,6875.8584,6906.7721,6924.3853,6863.6198,6895.5519,-19.6935,-0.2856,189054754.0,207817863.3,2025-08-19 15:05:12
399372.SZ,20250819,4358.6368,4378.0606,4413.4781,4347.9618,4372.5787,-13.9419,-0.3188,47573575.0,182523991.4,2025-08-19 15:05:12
399373.SZ,20250819,8428.9957,8472.2942,8498.1275,8417.1854,8453.1557,-24.16,-0.2858,68185101.0,81559611.4,2025-08-19 15:05:12
399374.SZ,20250819,3816.0029,3824.4421,3844.4762,3804.5158,3825.4225,-9.4196,-0.2462,29078469.0,81897186.2,2025-08-19 15:05:12
399375.SZ,20250819,5286.7382,5312.7975,5331.7343,5274.0382,5307.5796,-20.8414,-0.3927,50389024.0,53037819.5,2025-08-19 15:05:12
399376.SZ,20250819,5434.7794,5454.9502,5487.3493,5417.0247,5459.296,-24.5166,-0.4491,66306957.0,136032451.7,2025-08-19 15:05:12
399377.SZ,20250819,7150.8789,7161.6894,7185.847,7131.1598,7162.4549,-11.576,-0.1616,70480629.0,73220432.4,2025-08-19 15:05:12
399378.SZ,20250819,2599.9237,2613.0379,2626.5399,2594.5159,2611.9052,-11.9815,-0.4587,189293080.0,429163207.2,2025-08-19 15:05:12
399381.SZ,20250819,2835.7935,2849.841,2851.9069,2832.1997,2851.2985,-15.505,-0.5438,11156866.0,11087893.9,2025-08-19 15:05:12
399382.SZ,20250819,2870.3974,2889.8637,2912.9363,2863.5562,2890.9726,-20.5752,-0.7117,92828364.0,133717622.1,2025-08-19 15:05:12
399383.SZ,20250819,2551.0493,2569.5929,2571.2888,2543.3503,2567.9478,-16.8985,-0.6581,107964714.0,195132966.3,2025-08-19 15:05:12
399384.SZ,20250819,4032.7249,4030.7474,4049.2791,3992.1848,4015.073,17.6519,0.4396,54705776.0,92756927.3,2025-08-19 15:05:12
399385.SZ,20250819,9834.5022,9765.9609,9891.4882,9765.3278,9750.8056,83.6966,0.8584,15977915.0,47544368.0,2025-08-19 15:05:12
399386.SZ,20250819,6261.6147,6339.6474,6447.8211,6260.1824,6333.0556,-71.4409,-1.1281,22801016.0,76036062.6,2025-08-19 15:05:12
399387.SZ,20250819,5759.0943,5794.448,5818.1162,5751.1304,5802.2911,-43.1968,-0.7445,119593770.0,140460712.4,2025-08-19 15:05:12
399388.SZ,20250819,5451.3534,5466.3904,5516.8887,5431.8797,5476.4001,-25.0467,-0.4574,102162156.0,322914924.9,2025-08-19 15:05:12
399389.SZ,20250819,6105.7486,5991.0601,6169.1436,5988.9755,5994.5322,111.2164,1.8553,38006729.0,120836811.3,2025-08-19 15:05:12
399390.SZ,20250819,2571.6901,2575.6958,2582.7306,2567.7002,2570.7913,0.8988,0.035,27606339.0,19989930.2,2025-08-19 15:05:12
399391.SZ,20250819,3231.5757,3245.447,3266.3459,3228.9973,3239.0038,-7.4281,-0.2293,53395675.0,104387035.2,2025-08-19 15:05:12
399392.SZ,20250819,2682.6139,2697.6456,2713.5891,2675.8822,2696.1058,-13.4919,-0.5004,89956869.0,317692754.7,2025-08-19 15:05:12
399393.SZ,20250819,3350.1789,3336.2286,3374.4669,3336.2286,3328.2279,21.951,0.6595,31554785.0,22119845.9,2025-08-19 15:05:12
399394.SZ,20250819,9298.9342,9426.0901,9580.315,9298.6763,9416.4679,-117.5337,-1.2482,19330171.0,69903311.9,2025-08-19 15:05:12
399395.SZ,20250819,6695.6463,6725.1186,6800.6835,6676.3914,6725.3713,-29.725,-0.442,45850271.0,90439981.5,2025-08-19 15:05:12
399396.SZ,20250819,18715.7863,18554.7981,18828.0869,18553.4443,18519.2221,196.5642,1.0614,11122934.0,42641481.0,2025-08-19 15:05:12
399397.SZ,20250819,2214.812,2216.4431,2232.008,2209.9754,2214.6934,0.1186,0.0054,53160840.0,70331559.1,2025-08-19 15:05:12
399398.SZ,20250819,10612.0948,10627.8285,10689.6923,10594.7364,10637.9471,-25.8523,-0.243,21661222.0,86291813.9,2025-08-19 15:05:12
399399.SZ,20250819,7504.4887,7557.2447,7584.683,7491.4186,7542.6617,-38.173,-0.5061,174825432.0,329645918.6,2025-08-19 15:05:12
399400.SZ,20250819,3797.9886,3811.7937,3833.0817,3789.6814,3810.8038,-12.8152,-0.3363,362998564.0,763681574.3,2025-08-19 15:05:12
399401.SZ,20250819,4309.7769,4315.3214,4340.3461,4294.2768,4318.8884,-9.1115,-0.211,387504448.0,672128421.1,2025-08-19 15:05:12
399402.SZ,20250819,3296.7513,3330.8463,3347.03,3291.1294,3331.2446,-34.4933,-1.0354,105143514.0,203135280.0,2025-08-19 15:05:12
399403.SZ,20250819,8236.9141,8183.1079,8317.6578,8179.9531,8172.9988,63.9153,0.782,39674980.0,136630525.5,2025-08-19 15:05:12
399405.SZ,20250819,2620.8794,2601.4941,2641.0056,2600.3797,2611.2241,9.6553,0.3698,41320999.0,186908069.2,2025-08-19 15:05:12
399406.SZ,20250819,12843.9767,12886.5675,12906.7217,12819.0307,12887.1075,-43.1308,-0.3347,35510484.0,36174533.1,2025-08-19 15:05:12
399407.SZ,20250819,2680.2491,2677.6041,2705.5718,2665.3576,2682.5062,-2.2571,-0.0841,68613562.0,181888561.5,2025-08-19 15:05:12
399408.SZ,20250819,14705.2808,14754.8331,14796.2038,14673.8452,14737.5126,-32.2318,-0.2187,54097255.0,47098762.2,2025-08-19 15:05:12
399409.SZ,20250819,5726.5436,5723.049,5774.6518,5682.7684,5728.4455,-1.9019,-0.0332,83274499.0,162325108.7,2025-08-19 15:05:12
399410.SZ,20250819,2332.2201,2342.2798,2378.9312,2323.6357,2343.7008,-11.4807,-0.4899,8899663.0,33580412.6,2025-08-19 15:05:12
399411.SZ,20250819,3452.165,3453.0111,3458.776,3445.4002,3453.7038,-1.5388,-0.0446,47181839.0,47639078.4,2025-08-19 15:05:12
399412.SZ,20250819,2409.959,2417.0886,2425.8986,2398.6482,2418.5207,-8.5617,-0.354,25753090.0,71233882.3,2025-08-19 15:05:12
399415.SZ,20250819,6764.8319,6805.9059,6822.5337,6743.0073,6802.6493,-37.8174,-0.5559,33215640.0,85140883.4,2025-08-19 15:05:12
399416.SZ,20250819,4575.7854,4563.4195,4587.9144,4523.9102,4561.4686,14.3168,0.3139,49755539.0,65805292.3,2025-08-19 15:05:12
399417.SZ,20250819,3050.2805,3046.9233,3076.0731,3007.4662,3051.0221,-0.7416,-0.0243,26390462.0,87612533.0,2025-08-19 15:05:12
399418.SZ,20250819,4311.287,4318.435,4366.5618,4296.0581,4327.6378,-16.3508,-0.3778,33736810.0,102449394.3,2025-08-19 15:05:12
399419.SZ,20250819,2132.0041,2120.0172,2150.9608,2114.4019,2121.4867,10.5174,0.4958,26809538.0,38637094.1,2025-08-19 15:05:12
399420.SZ,20250819,1599.7711,1624.4939,1636.977,1598.2272,1629.2764,-29.5053,-1.8109,46711136.0,75886386.5,2025-08-19 15:05:12
399422.SZ,20250819,3383.9938,3393.1254,3418.6366,3374.9448,3394.1333,-10.1395,-0.2987,133187136.0,227177407.7,2025-08-19 15:05:12
399423.SZ,20250819,2678.259,2696.7891,2719.8215,2670.9856,2705.2154,-26.9564,-0.9965,23797966.0,57116941.7,2025-08-19 15:05:12
399428.SZ,20250819,4097.0469,4072.4529,4129.1517,4062.7512,4075.6749,21.372,0.5244,45294547.0,103367032.3,2025-08-19 15:05:12
399429.SZ,20250819,1418.4861,1421.0793,1425.879,1412.7559,1418.6933,-0.2072,-0.0146,44357496.0,55952294.8,2025-08-19 15:05:12
399431.SZ,20250819,8271.7065,8258.664,8295.6284,8235.0994,8259.3411,12.3654,0.1497,33056513.0,27310667.8,2025-08-19 15:05:12
399432.SZ,20250819,5395.0487,5349.0859,5460.1144,5284.6069,5351.2501,43.7986,0.8185,22075354.0,81083454.7,2025-08-19 15:05:12
399433.SZ,20250819,1698.7875,1703.3956,1706.939,1697.2636,1702.993,-4.2055,-0.2469,24238992.0,17582894.6,2025-08-19 15:05:12
399434.SZ,20250819,2205.7475,2208.1612,2226.2323,2190.4555,2207.8811,-2.1336,-0.0966,43357174.0,47542439.9,2025-08-19 15:05:12
399435.SZ,20250819,3978.0419,3967.668,3997.3558,3960.6471,3967.2817,10.7602,0.2712,11385631.0,10959906.3,2025-08-19 15:05:12
399436.SZ,20250819,3824.8784,3828.8029,3843.4287,3816.106,3830.4886,-5.6102,-0.1465,9837882.0,8272462.3,2025-08-19 15:05:12
399437.SZ,20250819,7164.5358,7257.1019,7321.7457,7156.9895,7296.1329,-131.5971,-1.8037,43109535.0,64377831.2,2025-08-19 15:05:12
399438.SZ,20250819,1994.3506,1994.7415,2001.4244,1989.4486,1992.9649,1.3857,0.0695,27961090.0,21325267.7,2025-08-19 15:05:12
399439.SZ,20250819,1678.4792,1687.0717,1687.9426,1675.8566,1687.2817,-8.8025,-0.5217,14831761.0,12163372.9,2025-08-19 15:05:12
399440.SZ,20250819,1360.4736,1363.3906,1373.7749,1354.0543,1359.7653,0.7083,0.0521,32026117.0,13852452.7,2025-08-19 15:05:12
399441.SZ,20250819,2402.5313,2436.1355,2482.2916,2397.474,2435.5616,-33.0303,-1.3562,8816141.0,35016467.9,2025-08-19 15:05:12
399550.SZ,20250819,7737.2086,7783.3725,7819.7221,7728.6467,7767.6011,-30.3925,-0.3913,31376923.0,78945022.6,2025-08-19 15:05:12
399551.SZ,20250819,8861.2412,8863.1206,8955.8953,8838.8115,8861.0867,0.1545,0.0017,28463623.0,78538337.5,2025-08-19 15:05:12
399552.SZ,20250819,8049.6804,8100.1905,8121.922,8039.8535,8077.1108,-27.4304,-0.3396,29259304.0,65634479.7,2025-08-19 15:05:12
399553.SZ,20250819,7101.7762,7114.8168,7157.8375,7083.8894,7098.3161,3.4601,0.0487,15514980.0,54051161.5,2025-08-19 15:05:12
399554.SZ,20250819,7546.7207,7581.8365,7604.5539,7529.5649,7574.9896,-28.2689,-0.3732,34451581.0,64876953.3,2025-08-19 15:05:12
399555.SZ,20250819,5306.9678,5329.3507,5339.7328,5300.3156,5323.8202,-16.8524,-0.3165,35152033.0,55707066.0,2025-08-19 15:05:12
399556.SZ,20250819,2441.9078,2452.2486,2460.7633,2434.3931,2449.6876,-7.7798,-0.3176,26956606.0,63726145.9,2025-08-19 15:05:12
399557.SZ,20250819,1869.9655,1872.4937,1885.8321,1866.289,1872.9899,-3.0244,-0.1615,53160840.0,70331559.1,2025-08-19 15:05:12
399602.SZ,20250819,1098.058,1100.3485,1108.0652,1089.2129,1100.7988,-2.7408,-0.249,54577869.0,117618115.7,2025-08-19 15:05:12
399604.SZ,20250819,1975.1802,1978.5444,1984.3915,1970.1532,1978.3556,-3.1754,-0.1605,40396500.0,58083010.2,2025-08-19 15:05:12
399606.SZ,20250819,2878.032,2872.3184,2914.3748,2861.6659,2882.9642,-4.9322,-0.1711,47830673.0,211426754.4,2025-08-19 15:05:12
399608.SZ,20250819,3475.3189,3485.0147,3512.184,3463.2232,3492.6839,-17.365,-0.4972,61730524.0,202268877.5,2025-08-19 15:05:12
399610.SZ,20250819,7660.2989,7612.9457,7752.2229,7590.9767,7627.188,33.1109,0.4341,45232749.0,174020883.6,2025-08-19 15:05:12
399611.SZ,20250819,2693.6329,2689.8509,2718.5357,2681.4152,2695.6975,-2.0646,-0.0766,65541033.0,243865502.5,2025-08-19 15:05:12
399612.SZ,20250819,2289.0727,2285.8587,2310.2353,2278.69,2290.8272,-1.7545,-0.0766,65541033.0,243865502.5,2025-08-19 15:05:12
399613.SZ,20250819,3094.0916,3094.4242,3115.8734,3081.6994,3096.0645,-1.9729,-0.0637,3547084.0,2339059.0,2025-08-19 15:05:12
399614.SZ,20250819,2902.6897,2910.4576,2924.6189,2889.8296,2919.0013,-16.3116,-0.5588,47862373.0,71179737.1,2025-08-19 15:05:12
399615.SZ,20250819,3418.9139,3434.6864,3444.5724,3393.7229,3438.8449,-19.931,-0.5796,59797060.0,150682405.8,2025-08-19 15:05:12
399616.SZ,20250819,6560.0503,6552.0157,6604.05,6472.8445,6522.847,37.2033,0.5704,52815949.0,77347008.3,2025-08-19 15:05:12
399617.SZ,20250819,9812.4321,9733.0502,9881.2551,9731.3563,9735.0807,77.3514,0.7946,5642661.0,16937740.7,2025-08-19 15:05:12
399618.SZ,20250819,8959.0963,8988.4544,9112.4379,8938.8753,8998.3492,-39.2529,-0.4362,16126315.0,41167789.7,2025-08-19 15:05:12
399619.SZ,20250819,7544.819,7571.9659,7599.1076,7512.1394,7602.75,-57.931,-0.762,35470947.0,51893654.8,2025-08-19 15:05:12
399620.SZ,20250819,5007.1153,5015.4892,5057.0474,4985.7386,5019.9469,-12.8316,-0.2556,103325654.0,256779657.5,2025-08-19 15:05:12
399621.SZ,20250819,8166.2636,7901.0078,8277.4167,7896.5506,7898.8909,267.3727,3.3849,14088713.0,70521958.0,2025-08-19 15:05:12
399622.SZ,20250819,1671.6933,1682.0752,1683.6418,1667.6376,1681.1683,-9.475,-0.5636,6402450.0,4860600.4,2025-08-19 15:05:12
399623.SZ,20250819,8104.108,8108.6368,8163.002,8053.3412,8106.8723,-2.7643,-0.0341,193689463.0,318764959.1,2025-08-19 15:05:12
399624.SZ,20250819,2368.3459,2367.6652,2386.2077,2353.9725,2369.2512,-0.9053,-0.0382,193266865.0,360055616.3,2025-08-19 15:05:12
399625.SZ,20250819,2115.4637,2113.3503,2131.446,2105.7681,2116.5374,-1.0737,-0.0507,258807899.0,603921118.7,2025-08-19 15:05:12
399626.SZ,20250819,1642.2372,1638.3791,1655.0429,1632.9812,1640.3275,1.9097,0.1164,70107504.0,219815562.9,2025-08-19 15:05:12
399627.SZ,20250819,2313.2031,2320.4092,2326.3772,2305.7253,2320.8451,-7.642,-0.3293,62074393.0,109153707.5,2025-08-19 15:05:12
399628.SZ,20250819,2248.2603,2247.8336,2266.8296,2232.18,2249.5421,-1.2818,-0.057,80121123.0,164176773.0,2025-08-19 15:05:12
399629.SZ,20250819,2827.447,2829.2893,2838.126,2817.2295,2829.5171,-2.0701,-0.0732,66054363.0,76579846.4,2025-08-19 15:05:12
399630.SZ,20250819,1472.5612,1470.6141,1483.6142,1465.6185,1472.0812,0.48,0.0326,122757878.0,361899327.5,2025-08-19 15:05:12
399631.SZ,20250819,2167.1979,2171.7469,2177.6143,2160.9339,2169.1181,-1.9202,-0.0885,134285777.0,182517775.8,2025-08-19 15:05:12
399632.SZ,20250819,4704.8906,4685.9857,4729.6182,4682.2592,4690.6837,14.2069,0.3029,74147541.0,228269517.5,2025-08-19 15:05:12
399633.SZ,20250819,5510.2078,5509.5026,5545.8412,5486.9833,5512.9713,-2.7635,-0.0501,182970733.0,457768151.4,2025-08-19 15:05:12
399634.SZ,20250819,3791.0614,3788.012,3815.4619,3768.9984,3788.4443,2.6171,0.0691,63962468.0,140094634.4,2025-08-19 15:05:12
399635.SZ,20250819,1855.6374,1855.4078,1874.8692,1847.0991,1860.603,-4.9656,-0.2669,47830673.0,211426754.4,2025-08-19 15:05:12
399636.SZ,20250819,5906.538,5890.8857,5947.4333,5857.4752,5890.8289,15.7091,0.2667,44173569.0,135553255.0,2025-08-19 15:05:12
399637.SZ,20250819,1744.7525,1736.6792,1757.6937,1736.6539,1729.4738,15.2787,0.8834,11040865.0,5111386.3,2025-08-19 15:05:12
399638.SZ,20250819,5691.1948,5726.3008,5742.5169,5660.656,5730.3031,-39.1083,-0.6825,16392945.0,51424973.5,2025-08-19 15:05:12
399639.SZ,20250819,1768.2183,1766.664,1778.9967,1762.0516,1768.2744,-0.0561,-0.0032,20879425.0,30638703.3,2025-08-19 15:05:12
399640.SZ,20250819,2609.3968,2601.4263,2632.2439,2596.0825,2608.6673,0.7295,0.028,228279414.0,561921833.3,2025-08-19 15:05:12
399641.SZ,20250819,2391.704,2393.0255,2414.0354,2381.2844,2394.7444,-3.0404,-0.127,143220105.0,388520972.5,2025-08-19 15:05:12
399642.SZ,20250819,1981.1872,1987.3163,1997.8109,1970.3478,1986.3562,-5.169,-0.2602,81622501.0,158622678.7,2025-08-19 15:05:12
399643.SZ,20250819,3185.4306,3176.5297,3224.1125,3166.4955,3187.8428,-2.4122,-0.0757,51938086.0,212932702.5,2025-08-19 15:05:12
399644.SZ,20250819,3534.574,3535.6847,3550.1543,3522.3509,3534.7517,-0.1777,-0.005,47183643.0,68653384.1,2025-08-19 15:05:12
399645.SZ,20250819,9259.3216,9269.3494,9297.0449,9231.6039,9268.9494,-9.6278,-0.1039,27569664.0,54249969.9,2025-08-19 15:05:12
399646.SZ,20250819,8064.2558,8038.2473,8104.5488,8011.2975,8012.8021,51.4537,0.6421,34326715.0,62558527.0,2025-08-19 15:05:12
399647.SZ,20250819,8726.8264,8745.6006,8869.6537,8708.2706,8754.9719,-28.1455,-0.3215,14690692.0,34335331.9,2025-08-19 15:05:12
399648.SZ,20250819,11173.4163,11232.3002,11251.0678,11128.1081,11237.7972,-64.3809,-0.5729,63382983.0,150864638.7,2025-08-19 15:05:12
399649.SZ,20250819,3031.5795,3034.6863,3052.3547,3024.4225,3038.3486,-6.7691,-0.2228,16573876.0,28389693.4,2025-08-19 15:05:12
399650.SZ,20250819,2221.556,2221.6623,2239.1095,2210.2955,2222.1007,-0.5447,-0.0245,17605407.0,48802129.9,2025-08-19 15:05:12
399651.SZ,20250819,1598.1355,1599.6174,1608.3045,1591.1857,1600.361,-2.2255,-0.1391,15124333.0,42563139.9,2025-08-19 15:05:12
399652.SZ,20250819,3756.6915,3781.6193,3828.9149,3745.8537,3785.0522,-28.3607,-0.7493,20366044.0,66434672.4,2025-08-19 15:05:12
399653.SZ,20250819,2614.3902,2616.407,2630.0709,2603.4394,2612.6046,1.7856,0.0683,40238781.0,103977669.6,2025-08-19 15:05:12
399654.SZ,20250819,2841.4239,2843.3761,2868.1177,2834.2504,2841.8416,-0.4177,-0.0147,65872059.0,81620188.6,2025-08-19 15:05:12
399655.SZ,20250819,10536.8284,10551.4844,10622.2854,10518.0079,10555.9938,-19.1654,-0.1816,23237613.0,86147866.8,2025-08-19 15:05:12
399656.SZ,20250819,5917.2554,5887.7914,5954.5595,5884.3029,5892.1658,25.0896,0.4258,74147541.0,228269517.5,2025-08-19 15:05:12
399657.SZ,20250819,6402.3897,6396.2876,6450.0146,6382.388,6400.186,2.2037,0.0344,182970733.0,457768151.4,2025-08-19 15:05:12
399658.SZ,20250819,4283.1755,4278.4532,4312.2396,4263.3723,4278.7328,4.4427,0.1038,63962468.0,140094634.4,2025-08-19 15:05:12
399659.SZ,20250819,4246.0516,4246.9992,4273.364,4225.8176,4248.6995,-2.6479,-0.0623,281947317.0,620006015.1,2025-08-19 15:05:12
399660.SZ,20250819,2318.8526,2312.2171,2337.3132,2307.6134,2315.6956,3.157,0.1363,65541033.0,243865502.5,2025-08-19 15:05:12
399661.SZ,20250819,5682.3926,5696.0786,5709.3193,5669.7701,5692.3031,-9.9105,-0.1741,49365888.0,69081934.7,2025-08-19 15:05:12
399662.SZ,20250819,1987.6948,1980.9793,2004.1112,1977.2007,1985.2957,2.3991,0.1208,63889236.0,250731495.2,2025-08-19 15:05:12
399663.SZ,20250819,1897.8238,1900.816,1906.7627,1893.8427,1898.2854,-0.4616,-0.0243,37303223.0,51909526.6,2025-08-19 15:05:12
399664.SZ,20250819,1338.6104,1335.6271,1348.6717,1322.8921,1334.9172,3.6932,0.2767,84946404.0,152331293.6,2025-08-19 15:05:12
399665.SZ,20250819,2200.3054,2204.0222,2212.753,2193.8344,2203.3557,-3.0503,-0.1384,77510745.0,134433324.0,2025-08-19 15:05:12
399666.SZ,20250819,1818.0196,1811.7575,1832.1525,1805.1117,1814.9875,3.0321,0.1671,109408984.0,343905797.8,2025-08-19 15:05:12
399667.SZ,20250819,4315.818,4282.2816,4373.9957,4280.0809,4299.1341,16.6839,0.3881,33833555.0,157790429.1,2025-08-19 15:05:12
399668.SZ,20250819,4511.8347,4552.1394,4569.8549,4496.5233,4566.3668,-54.5321,-1.1942,44901492.0,109200091.4,2025-08-19 15:05:12
399669.SZ,20250819,8245.6831,8200.5946,8293.1518,8198.2149,8206.7075,38.9756,0.4749,11746504.0,28171885.3,2025-08-19 15:05:12
399670.SZ,20250819,3599.8915,3618.5874,3638.5385,3585.1457,3628.8132,-28.9217,-0.797,47452404.0,109842311.8,2025-08-19 15:05:12
399671.SZ,20250819,8541.6885,8401.4238,8602.2718,8394.857,8395.7002,145.9883,1.7388,34368877.0,92268994.4,2025-08-19 15:05:12
399672.SZ,20250819,4051.8394,4050.5626,4064.9088,4031.6181,4049.7565,2.0829,0.0514,12701222.0,15008914.1,2025-08-19 15:05:12
399673.SZ,20250819,2652.1814,2640.2181,2685.5641,2634.8502,2650.7815,1.3999,0.0528,36720038.0,175687629.4,2025-08-19 15:05:12
399674.SZ,20250819,2163.5354,2160.9127,2200.6762,2157.6334,2160.3321,3.2033,0.1483,57912048.0,103305374.9,2025-08-19 15:05:12
399675.SZ,20250819,3639.3194,3626.7768,3682.4623,3621.7912,3636.1009,3.2185,0.0885,77822864.0,158769854.0,2025-08-19 15:05:12
399676.SZ,20250819,4144.3087,4113.0511,4213.794,4113.0511,4111.5917,32.717,0.7957,57912048.0,103305374.9,2025-08-19 15:05:12
399677.SZ,20250819,6027.1308,5999.1199,6073.6217,5985.4233,6017.3355,9.7953,0.1628,77822864.0,158769854.0,2025-08-19 15:05:12
399678.SZ,20250819,596.288,593.3749,600.8974,586.1351,595.6883,0.5997,0.1007,7716888.0,26902700.8,2025-08-19 15:05:12
