ts_code,trade_date,close,open,high,low,pre_close,change,pct_change,vol,amount
000860.CSI,20250820,1170.3055,1159.0439,1170.7005,1154.3863,1160.6437,9.6618,0.8325,71660999.0,94533220.2
000861.CSI,20250820,2491.2657,2472.8166,2491.9915,2459.5712,2477.9358,13.3299,0.5379,68465659.0,91669104.4
000863.SH,20250820,2942.7712,2934.3535,2952.2613,2879.0399,2954.0954,-11.3242,-0.3833,6302993.0,29610969.1
000865.SH,20250820,1481.0461,1460.0087,1481.0461,1454.5834,1462.7542,18.2919,1.2505,24540626.0,38987480.7
000867.SH,20250820,2835.2534,2835.0665,2837.1824,2787.5124,2843.527,-8.2736,-0.291,35091279.0,40092062.9
000869.SH,20250820,4047.2309,4011.4384,4053.1876,4003.366,4015.74,31.4909,0.7842,6584493.0,5114472.0
000888.SH,20250820,4285.058,4228.7094,4286.4456,4215.405,4240.5817,44.4763,1.0488,679836426.0,1017500164.1
000891.CSI,20250820,1693.4372,1665.9245,1693.4372,1656.2811,1675.1201,18.3171,1.0935,601822456.0,1312477026.4
000901.SH,20250820,6170.5679,6075.1477,6172.0272,6063.6043,6087.0004,83.5675,1.3729,95711033.0,112605314.0
000902.CSI,20250820,5882.7722,5803.2043,5882.8426,5781.6032,5826.5473,56.2249,0.965,1552831740.0,2403383400.7
000902.SH,20250820,5882.7722,5803.2043,5882.8426,5781.6032,5826.5473,56.2249,0.965,1552831740.0,2403383400.7
000903.SH,20250820,4014.5648,3957.5006,4014.9937,3940.0889,3969.6393,44.9255,1.1317,109367836.0,271909769.3
000904.CSI,20250820,5068.7116,4982.3419,5068.9927,4960.8254,5001.3831,67.3285,1.3462,140842169.0,271612575.9
000905.SH,20250820,6728.0692,6623.6138,6728.0692,6598.5506,6655.3105,72.7587,1.0932,244233907.0,409671381.1
000906.SH,20250820,4684.0789,4614.0149,4684.4539,4595.9899,4631.9591,52.1198,1.1252,490715681.0,948486687.3
000907.CSI,20250820,5820.4635,5725.8185,5820.4713,5704.6096,5750.5416,69.9219,1.2159,385076077.0,681283956.9
000907.SH,20250820,5820.4635,5725.8185,5820.4713,5704.6096,5750.5416,69.9219,1.2159,385076077.0,681283956.9
000908.CSI,20250820,2198.5482,2177.0277,2201.0543,2172.5143,2180.6949,17.8533,0.8187,5217107.0,6700031.5
000909.CSI,20250820,2939.0568,2885.3871,2939.0568,2883.9914,2899.9512,39.1056,1.3485,39315561.0,54004063.4
000910.CSI,20250820,2233.5326,2216.5041,2234.3964,2199.0723,2216.5676,16.965,0.7654,46743428.0,75299979.5
000911.CSI,20250820,6473.1383,6371.7874,6474.0033,6347.2118,6386.0127,87.1256,1.3643,10611346.0,39351347.9
000912.CSI,20250820,22124.7987,21859.3742,22151.5625,21755.4213,21887.234,237.5647,1.0854,3926242.0,29348418.5
000913.SH,20250820,9019.5089,8892.3535,9020.7861,8855.9302,8926.0943,93.4146,1.0465,6030755.0,27541701.2
000914.SH,20250820,6870.5085,6801.928,6874.7277,6781.9501,6816.3748,54.1337,0.7942,67832371.0,87174454.5
000915.CSI,20250820,2790.7476,2704.709,2790.7587,2685.3098,2722.5123,68.2353,2.5063,42619708.0,154616441.9
000915.SH,20250820,2790.7476,2704.709,2790.7587,2685.3098,2722.5123,68.2353,2.5063,42619708.0,154616441.9
000916.CSI,20250820,4189.1167,4083.7671,4189.6618,4015.4874,4162.8003,26.3164,0.6322,15617369.0,57422293.7
000916.SH,20250820,4189.1167,4083.7671,4189.6618,4015.4874,4162.8003,26.3164,0.6322,15617369.0,57422293.7
000917.CSI,20250820,2517.4297,2510.0172,2518.339,2502.2469,2513.5253,3.9044,0.1553,8567883.0,7356574.0
000918.CSI,20250820,4377.467,4306.2272,4377.7127,4279.9684,4329.6929,47.7741,1.1034,47667126.0,203906863.2
000919.CSI,20250820,5260.6838,5203.9382,5263.2574,5189.86,5213.1596,47.5242,0.9116,109325906.0,115626125.0
